,Alice Creek,Batavia 1,Batavia 2,Batavia 3,Bullshark camp,Chicane 1,Chicane 2,Chicane 3,Chicane 4,Chicane upper,Cloughs landing,Cloughs landing downstream,Cloughs upstream,Coolibah,Coolibah 2,Coolibah upstream,Coolibah waterpump,Cullen point,Cullen point N,Cullen point S,Dalhunty left,Dalhunty mouth,Dalhunty twin creeks,DUC1,DUC2,DUC2 2,Ducie 1,Ducie 2,Ducie 3,Ducie half way upper,Ducie Mouth AR,Ducie mouth downriver,Ducie mouth upstream,Ducie to PM AR,Gibsons waterhole,Hudson,Hudson junction,Hudson junction 2,Hudson left,Hudson mouth,Hudson to Tentpole,Hudson to Tentpole 2,Island downstream,Island downstream 2,Island haulout,Island haulout 2,Island midstream,Island midstream 2,Island midstream 3,Jabaru,Jabaru midstream,Jabaru midstream 2,Jabaru upstream 2,Jackson AR,Janie Creek AR,Jardines landing,Jut out downstream,Jut out downstream 2,Jut out midstream,Jut out midstream2,Jut out upstream,Kerr northwest AR,Kerr southeast AR,Ling creek,Ling creek 3,Ling creek downstream,Ling creek midstream,Ling creek upstream,Moreton campground,Namaleeda creek,Namaleeda downstream,Namaleeda upstream,Nimrod creek,No Name creek,Old shack,Old shack 2,Overhang,Pennefather AR,PM Cullen AR,PM Ducie Namaleeta AR,PM Mouth North AR,PM to Jaine AR,PM to Skarden,PM Wenlock AR,PM1,PM2,Processing plant,Processing plant 2,Riflebird bend,Riflebird bend downstream,Riflebird creek,Riflebird mid,Riflebird upstream,Rocky hole,Sandfly creek,Sandfly creek 1,Sandy bend,Sawfish,Sawfish new,Sawfish new 2,Skardon AR,Skardon metro,Skardon river,South Alice,Speartooth 1,Speartooth 2,Speartooth 3,Stones downstream,Stones far downstream,Stones upstream,Stones upstream 2,Tentpole creek,Tentpole mid,Tentpole mouth,Tentpole mouth 1,Tentpole mouth 2,Tentpole mouth 3,Tentpole upstream 1,Tentpole upstream 2,Top of islands,TPDSTWNMOR,TPMTNEW1,TPTWIN,TPTWIN2,TPUPP,Wenlock mouth A,Wenlock mouth B,Wenlock mouth B2,Wenlock Mouth B3,Wenlock tentpole mouth,WENMTH2M,WENMTM2M B,WNM,WNM2,WNM3,WNTH,Woodfords waterhole,WTTPDS
Tentpole upstream 1,92.56753237,23.56051224,22.9119841,22.97766953,69.2058008,44.12691193,48.09381669,46.63818177,49.4766594,52.80508653,17.1764502,17.1764502,16.09360749,64.54183976,64.54183976,68.03300859,64.54183976,60.57026689,60.57026689,59.72468248,83.91656557,76.92245302,81.79646456,63.21879503,73.36265504,69.39280656,103.2285497,104.1327127,103.1942351,110.6126117,56.73473298,59.87026689,60.63889604,56.73473298,57.89919908,20.10487732,19.56639969,19.56639969,19.80782105,19.90782105,15.17939392,15.56223664,20.27350647,20.6391919,27.96883835,27.45462479,23.81909089,23.63624817,23.81909089,76.44844148,76.48986284,76.37981233,76.48986284,102.7055049,76.12245302,114.7309883,32.52152955,31.43452378,33.48010819,33.48010819,35.66711396,82.52367235,81.14082964,44.5038672,29.79310242,40.54406922,42.91686143,44.32396821,147.577287,56.96904756,58.52468248,59.37321061,76.65849199,83.79646456,49.4766594,46.82102448,36.17422074,103.0042856,60.3803174,54.63767671,60.20458146,63.05016588,64.89575029,53.88204179,46.55655839,47.54234483,59.254834,59.254834,56.52346315,55.65067094,55.65067094,56.83767671,57.4920923,69.50163774,40.82691193,40.82691193,71.54722215,75.45554826,74.40996385,74.73717165,92.03027407,98.5314934,92.03027407,92.56753237,19.06639969,22.72619767,13.80660172,64.41463197,64.19747468,65.17026689,63.57909806,12.64091629,2.921320344,13.8137085,12.23380951,11.5509668,12.37523087,0,0.965685425,30.4901587,11.26812409,12.0509668,7.174011537,7.398275606,6.9254834,39.22985566,40.10264787,40.10264787,34.1529004,14.37228714,39.32985566,38.44701295,31.73158005,32.17300141,31.97300141,16.10365799,68.75016588,14.79655121
Tentpole upstream 2,93.33321779,24.32619767,23.67766953,23.74335495,69.97148622,44.89259736,48.69381669,47.4038672,50.15950212,53.40508653,17.85929291,17.85929291,16.85929291,65.14183976,65.14183976,68.79869401,65.14183976,61.33595231,61.33595231,60.4903679,84.68225099,77.68813844,82.56214998,63.90163774,74.04549776,70.07564928,103.9942351,104.8983982,103.8770778,111.3782971,57.50041841,60.5531096,61.40458146,57.50041841,58.6648845,20.87056275,20.33208512,20.33208512,20.49066376,20.75634919,15.94507935,16.32792206,21.0391919,21.40487732,28.56883835,28.22031022,24.58477631,24.4019336,24.58477631,77.21412691,77.08986284,77.14549776,77.08986284,103.3883476,76.88813844,115.4966738,33.20437226,32.11736649,34.24579362,34.24579362,36.43279938,83.28935778,81.90651506,45.26955262,30.55878785,41.22691193,43.68254685,45.00681092,148.2601297,57.73473298,59.2903679,60.05605333,77.42417741,84.56214998,50.15950212,47.5038672,36.93990617,103.6871283,61.06316011,55.32051942,60.88742418,63.65016588,65.578593,54.64772721,47.2394011,48.30803025,60.02051942,60.02051942,57.28914857,56.41635636,56.41635636,57.52051942,58.25777772,70.26732316,41.50975465,41.50975465,72.23006486,76.22123369,75.09280656,75.42001436,92.71311678,99.21433611,92.71311678,93.33321779,19.7492424,23.32619767,14.57228714,65.1803174,64.96316011,65.8531096,64.34478349,13.40660172,3.604163056,14.57939392,12.99949494,12.23380951,13.14091629,0.965685425,0,30.84163056,11.9509668,12.89949494,8.022539674,8.163961031,6.018376618,39.91269837,40.53696244,40.53696244,34.91858582,15.05512986,40.01269837,39.04701295,32.49726548,33.02152955,32.82152955,16.86934342,68.93595231,15.47939392
Top of islands,99.72144289,30.66589463,30.34873734,30.58010819,39.42274888,15.17228714,18.72497834,17.02081528,20.02497834,23.27056275,23.95046174,23.95046174,22.95046174,35.58721497,35.58721497,38.49848481,35.58721497,67.09575029,67.09575029,67.32712114,91.15331881,83.61362184,88.45331881,70.57270555,80.21950929,76.66387438,110.5824602,111.3209378,109.9682466,117.9665222,63.55727266,67.05849199,67.99280656,63.55727266,28.61320344,11.39949494,11.20243866,11.20243866,11.06812409,10.00243866,15.22792206,15.07939392,9.719595949,9.719595949,2.321320344,2.421320344,5.759797975,6.132590181,5.759797975,46.83107499,46.87249635,46.59676042,46.87249635,110.1079436,83.06214998,122.0848989,2.738477631,2.314213562,4.359797975,4.359797975,6.132590181,89.79474016,88.32905474,14.55512986,0,10.76101731,13.54802307,14.62375901,117.8770778,63.90874452,65.71290758,66.39575029,47.20681092,90.70184694,20.02497834,17.28650071,6.308326112,109.8611399,67.56854249,61.90874452,66.978593,70.15554826,71.5040764,60.65605333,53.57909806,54.48204179,29.80315293,29.80315293,27.15462479,26.3646753,26.3646753,26.80609665,28.37178208,40.13279938,11.20954544,11.20954544,41.92985566,45.3411255,45.20681092,45.61686143,99.38418459,105.2711904,99.38418459,99.72144289,10.92670273,13.40660172,17.68355698,34.71442277,34.49726548,35.5529004,34.54163056,17.51787156,27.07178208,16.42792206,17.75929291,18.60782105,17.36934342,30.4901587,30.84163056,0,20.22203461,17.74213562,22.96051224,22.47766953,36.51858582,45.8038672,46.34528855,46.34528855,40.4783838,15.50365799,45.9038672,44.93818177,38.05706345,38.66417023,38.38132752,13.68944443,38.93279938,21.20487732
TPDSTWNMOR,82.17220049,13.08233765,12.51665222,12.66518036,59.38620485,34.80437226,38.52274888,37.06711396,39.9884343,43.151176,6.698275606,6.698275606,5.366904756,55.05361467,55.05361467,58.54478349,55.05361467,49.76072145,49.76072145,49.3293506,73.43839098,66.278593,71.06976183,52.74062043,62.63595231,59.16316011,92.75037508,93.57169542,92.46753237,100.1344371,46.25655839,49.30924958,50.32640687,46.25655839,48.49381669,10.20243866,9.995331881,9.995331881,10.15391052,10.58528137,5.442640687,5.659797975,10.45391052,10.90243866,18.1492424,17.80071427,14.16518036,14.14802307,14.16518036,66.87737367,66.83595231,66.72590181,66.83595231,92.22733034,65.478593,104.2528137,23.03330445,22.02914139,23.99188309,23.99188309,25.93036072,72.04549776,70.74549776,34.43574311,20.22203461,30.80731599,33.67716447,34.67005769,137.8405338,46.40803025,47.71513703,48.97787873,67.08742418,73.31828996,39.9884343,37.16711396,26.60315293,92.19474016,49.9021428,44.15950212,49.56072145,52.654834,54.16904756,43.56955262,35.91269837,36.89848481,49.68376618,49.68376618,46.86955262,46.24528855,46.24528855,46.93523805,47.92102448,60.17909806,31.25584412,31.25584412,61.97615434,65.47026689,65.00458146,65.24894655,81.63494219,88.05331881,81.63494219,82.17220049,9.578174593,12.82375901,4.069848481,54.67787873,54.54356416,55.43351365,54.17371568,2.904163056,8.346803743,3.99411255,2.579898987,1.897056275,2.638477631,11.26812409,11.9509668,20.22203461,0,2.397056275,4.518376618,3.952691193,17.74507935,28.75168107,29.29310242,29.29310242,23.42619767,4.552691193,28.93452378,27.80315293,21.00487732,21.6119841,21.32914139,6.449747468,58.59919908,4.152691193
TPMTNEW1,82.7550432,13.9137085,13.18233765,13.4137085,56.98914857,32.32447327,36.20853532,34.50437226,37.4256926,40.67127702,7.363961031,7.363961031,6.032590181,52.57371568,52.57371568,56.0648845,52.57371568,50.5920923,50.5920923,50.16072145,74.18691911,66.778593,71.81828996,53.40630586,63.38448045,59.5803174,93.49890322,94.15453814,93.21606051,100.8001225,46.92224382,50.14062043,50.90924958,46.92224382,46.0139177,7.722539674,7.515432893,7.515432893,7.674011537,8.105382387,2.879898987,3.2627417,7.974011537,8.505382387,15.66934342,15.32081528,11.76812409,11.7509668,11.76812409,64.39747468,64.27321061,64.24600282,64.27321061,92.97585848,66.22712114,104.9184992,20.63624817,19.5492424,21.5119841,21.5119841,23.45046174,72.79402589,71.41118318,32.12152955,17.74213562,28.24457429,31.19726548,32.35584412,135.2777921,47.15655839,48.38082246,49.64356416,64.60752519,74.0668181,37.4256926,34.77005769,24.04041123,93.02611101,50.65067094,44.90803025,50.22640687,53.23767671,54.9175757,44.15239533,36.49554108,37.64701295,47.36955262,47.36955262,44.38965363,43.76538957,43.76538957,44.45533906,45.52396821,57.61635636,28.77594514,28.77594514,59.49625535,62.9903679,62.60752519,62.85189027,82.38347032,88.71900423,82.38347032,82.7550432,7.015432893,10.34386002,1.589949494,52.19797975,52.14650788,52.95361467,51.69381669,0.424264069,9.129646456,1.43137085,0.1,0.665685425,0.382842712,12.0509668,12.89949494,17.74213562,2.397056275,0,5.301219331,4.735533906,19.19066376,29.5002092,30.37300141,30.37300141,24.09188309,2.155634919,29.84873734,28.88305192,21.83624817,22.36051224,22.07766953,3.969848481,56.28498551,4.901219331
TPTWIN,85.90062761,16.89360749,16.24507935,16.4764502,62.2903679,37.70853532,41.42691193,39.80559159,42.72691193,46.05533906,10.34386002,10.34386002,9.095331881,57.87493501,57.87493501,61.36610383,57.87493501,53.654834,53.654834,52.97493501,77.00113268,69.92417741,74.79818895,56.38620485,66.44722215,62.39453096,96.47880221,97.13443712,96.44448763,103.945707,49.98498551,53.03767671,53.97199128,49.98498551,51.31513703,13.18944443,12.81665222,12.81665222,13.05807358,13.32375901,8.181118318,8.563961031,13.44091629,13.80660172,20.97056275,20.5391919,17.06934342,17.13502884,17.06934342,69.69869401,69.57442995,69.71290758,69.57442995,96.03860018,69.28986284,108.0640836,25.77178208,24.76761902,26.81320344,26.81320344,28.91736649,75.85676759,74.47392488,37.42274888,22.96051224,33.54579362,36.4156421,37.65706345,140.6618541,50.21930009,51.52640687,52.62346315,69.82590181,77.04671709,42.72691193,40.15411973,29.42447327,96.17169542,53.63056993,47.97077195,53.28914857,56.2175757,57.9803174,47.21513703,39.6411255,40.54406922,52.58792924,52.58792924,49.60803025,49.0666089,49.0666089,49.75655839,50.90803025,62.75189027,34.07716447,34.07716447,64.71463197,68.45727266,67.7430591,68.07026689,85.36336931,91.78174593,85.36336931,85.90062761,12.31665222,15.72792206,6.891168825,57.74772721,57.3648845,58.42051942,56.99503602,5.891168825,4.252691193,6.815432893,5.484062043,4.884062043,5.459797975,7.174011537,8.022539674,22.96051224,4.518376618,5.301219331,0,0.482842712,14.06518036,32.06589463,32.77300141,32.77300141,27.15462479,7.374011537,32.24873734,31.36589463,24.65046174,25.1747258,24.89188309,9.271067812,61.58620485,7.715432893
TPTWIN2,85.25209947,16.41076477,15.67939392,15.91076477,61.72468248,37.14284989,40.94406922,39.32274888,42.24406922,45.48965363,9.861017306,9.861017306,8.612489168,57.3920923,57.3920923,60.88326112,57.3920923,53.08914857,53.08914857,52.57493501,76.51828996,69.4413347,74.23250353,55.90336213,65.88153673,61.82884553,95.99595949,96.65159441,95.96164492,103.3800215,49.41930009,52.554834,53.40630586,49.41930009,50.74945161,12.62375901,12.2509668,12.2509668,12.57523087,12.75807358,7.698275606,8.081118318,12.95807358,13.32375901,20.40487732,20.05634919,16.50365799,16.56934342,16.50365799,69.13300859,69.00874452,69.23006486,69.00874452,95.47291476,68.72417741,107.4983982,25.28893937,24.28477631,26.33036072,26.33036072,28.43452378,75.29108217,73.99108217,36.85706345,22.47766953,33.0629509,35.93279938,37.17422074,140.1790114,49.65361467,50.96072145,52.14062043,69.26021638,76.56387438,42.24406922,39.5884343,28.94163056,95.68885271,53.14772721,47.48792924,52.80630586,55.73473298,57.49747468,46.64945161,39.15828278,40.06122651,52.10508653,52.10508653,49.12518754,48.58376618,48.58376618,49.27371568,50.42518754,62.26904756,33.51147904,33.51147904,64.23178926,67.89158723,67.26021638,67.58742418,84.8805266,91.21606051,84.8805266,85.25209947,11.7509668,15.24507935,6.408326112,57.09919908,56.88204179,57.854834,56.34650788,5.3254834,4.39411255,6.249747468,4.918376618,4.318376618,4.976955262,7.398275606,8.163961031,22.47766953,3.952691193,4.735533906,0.482842712,0,14.04091629,31.91442277,32.2901587,32.2901587,26.67178208,6.891168825,32.01442277,31.04873734,24.16761902,24.69188309,24.40904038,8.622539674,60.07493501,7.232590181
TPUPP,99.37585848,30.20315293,29.96883835,29.5374675,75.76559877,50.85239533,54.57077195,53.44650788,56.03645738,59.3648845,24.06761902,24.06761902,22.9019336,71.01879503,71.01879503,74.67564928,71.01879503,67.378593,67.378593,66.36732316,90.55920626,83.64793642,88.52194796,69.94427843,79.92245302,76.20113268,110.2025612,110.9410388,110.0025612,117.3380951,63.5430591,66.43006486,67.36437944,63.5430591,64.45899705,26.91320344,26.54041123,26.54041123,26.61614716,26.71614716,21.82203461,22.12203461,26.91614716,27.28183259,34.52863633,34.18010819,30.79310242,30.527417,30.79310242,83.33961031,83.13250353,83.18813844,83.13250353,109.2653029,82.68225099,121.4564717,38.99848481,37.99432175,40.03990617,40.03990617,42.39259736,89.08347032,87.94915575,51.14650788,36.51858582,47.43523805,49.64234483,51.04945161,154.3856131,63.9430591,65.4158513,65.85016588,83.38397539,90.60479067,56.03645738,53.54650788,43.06538957,109.6469263,67.18864351,61.36316011,66.84722215,69.60996385,71.37270555,60.60752519,53.3648845,54.43351365,66.06316011,66.06316011,63.24894655,62.37615434,62.37615434,63.4803174,64.2175757,76.30996385,47.63523805,47.63523805,78.43839098,82.51240251,81.21828996,81.37981233,98.67291476,105.0912914,98.67291476,99.37585848,25.79188309,29.12031022,20.78061325,71.05727266,70.92295808,71.89575029,70.22173875,19.53208512,9.481118318,20.70487732,18.8764502,18.19360749,19.01787156,6.9254834,6.018376618,36.51858582,17.74507935,19.19066376,14.06518036,14.04091629,0,45.78965363,46.4139177,46.4139177,40.79554108,20.93208512,45.88965363,44.92396821,38.37422074,38.89848481,38.69848481,22.74629868,74.81290758,21.35634919
Wenlock mouth A,52.50924958,16.04507935,16.23502884,16.98355698,84.71950929,60.38620485,64.51879503,62.06904756,65.90163774,69.06437944,22.13624817,22.13624817,23.38477631,80.88397539,80.88397539,83.87808794,80.88397539,20.76051224,20.76051224,20.74335495,44.43818177,36.78132752,41.82102448,23.5747258,33.96711396,29.91442277,63.58448045,64.4058008,63.21879503,70.72001436,17.50487732,19.8119841,21.32619767,17.50487732,74.07564928,35.78427125,35.49432175,35.49432175,35.90142853,36.16711396,30.94163056,31.24163056,35.78721497,36.48427125,43.151176,43.21686143,39.66417023,39.89554108,39.66417023,92.70773439,92.66631304,92.39057711,92.66631304,63.30996385,36.31269837,74.83839098,49.36072145,47.52813127,49.57371568,49.57371568,51.34650788,43.54234483,41.57960313,60.18326112,45.8038672,56.22346315,59.01046891,60.08620485,163.5052091,17.24213562,19.04629868,19.89482682,92.50357134,44.06955262,65.90163774,62.58326112,52.43351365,63.11168825,20.81909089,14.82792206,20.22914139,23.32325394,24.8374675,14.40365799,6.415432893,8.478174593,75.59696962,75.59696962,73.03128419,71.66143571,71.66143571,72.68275606,73.42001436,85.51240251,56.67199128,56.67199128,87.22661608,90.96925676,90.58641405,90.91362184,52.7175757,58.97026689,52.7175757,52.50924958,34.99432175,38.23990617,28.32031022,80.34255403,80.70529573,81.09818895,80.0040764,30.0901587,36.14284989,29.58599564,29.68305192,28.64457429,29.57594514,39.22985566,39.91269837,45.8038672,28.75168107,29.5002092,32.06589463,31.91442277,45.78965363,0,1.189949494,1.189949494,5.159797975,30.79726548,0.1,0.865685425,7.581118318,7.963961031,8.246803743,32.61147904,84.72661608,24.84751801
Wenlock mouth B,51.8021428,16.75218613,17.02497834,17.60782105,85.17808794,61.17615434,65.22590181,62.77615434,66.60874452,69.77148622,23.00904038,23.00904038,24.00904038,81.17686861,81.17686861,84.58519472,81.17686861,19.88772004,19.88772004,20.03624817,43.73107499,36.23990617,41.1139177,22.95046174,33.17716447,29.53868684,62.62884553,63.6158513,62.59453096,70.09575029,16.79777054,19.27056275,20.53624817,16.79777054,74.69991334,36.57422074,36.03574311,36.03574311,36.44284989,36.79137803,31.56589463,31.86589463,36.57716447,37.43990617,44.02396821,43.59259736,40.53696244,40.60264787,40.53696244,93.16631304,93.37341982,93.01484117,93.37341982,62.60285707,35.60559159,74.21412691,49.9021428,48.15239533,50.36366517,50.36366517,52.13645738,42.91808076,41.03818177,60.64183976,46.34528855,56.7648845,59.55189027,60.71046891,164.0466304,16.53502884,18.50487732,19.27056275,93.29352083,43.36244584,66.60874452,63.37321061,53.14062043,62.48742418,20.02914139,14.28650071,19.68772004,22.53330445,24.13036072,13.94507935,5.6254834,7.356854249,76.05554826,76.05554826,73.57270555,72.28569978,72.28569978,73.05849199,73.878593,85.97098116,57.46194078,57.46194078,87.76803743,91.67636354,91.29352083,91.4550432,52.01046891,58.26316011,52.01046891,51.8021428,35.53574311,38.86417023,29.11025971,80.9668181,81.16387438,81.80529573,80.71118318,30.54873734,36.76711396,30.29310242,30.22447327,29.26883835,30.28305192,40.10264787,40.53696244,46.34528855,29.29310242,30.37300141,32.77300141,32.2901587,46.4139177,1.189949494,0,0,5.701219331,31.0901587,1.148528137,1.572792206,8.122539674,8.505382387,8.705382387,32.90437226,85.88225099,25.22325394
Wenlock mouth B2,51.8021428,16.75218613,17.02497834,17.60782105,85.17808794,61.17615434,65.22590181,62.77615434,66.60874452,69.77148622,23.00904038,23.00904038,24.00904038,81.17686861,81.17686861,84.58519472,81.17686861,19.88772004,19.88772004,20.03624817,43.73107499,36.23990617,41.1139177,22.95046174,33.17716447,29.53868684,62.62884553,63.6158513,62.59453096,70.09575029,16.79777054,19.27056275,20.53624817,16.79777054,74.69991334,36.57422074,36.03574311,36.03574311,36.44284989,36.79137803,31.56589463,31.86589463,36.57716447,37.43990617,44.02396821,43.59259736,40.53696244,40.60264787,40.53696244,93.16631304,93.37341982,93.01484117,93.37341982,62.60285707,35.60559159,74.21412691,49.9021428,48.15239533,50.36366517,50.36366517,52.13645738,42.91808076,41.03818177,60.64183976,46.34528855,56.7648845,59.55189027,60.71046891,164.0466304,16.53502884,18.50487732,19.27056275,93.29352083,43.36244584,66.60874452,63.37321061,53.14062043,62.48742418,20.02914139,14.28650071,19.68772004,22.53330445,24.13036072,13.94507935,5.6254834,7.356854249,76.05554826,76.05554826,73.57270555,72.28569978,72.28569978,73.05849199,73.878593,85.97098116,57.46194078,57.46194078,87.76803743,91.67636354,91.29352083,91.4550432,52.01046891,58.26316011,52.01046891,51.8021428,35.53574311,38.86417023,29.11025971,80.9668181,81.16387438,81.80529573,80.71118318,30.54873734,36.76711396,30.29310242,30.22447327,29.26883835,30.28305192,40.10264787,40.53696244,46.34528855,29.29310242,30.37300141,32.77300141,32.2901587,46.4139177,1.189949494,0,0,5.701219331,31.0901587,1.148528137,1.572792206,8.122539674,8.505382387,8.705382387,32.90437226,85.88225099,25.22325394
Wenlock Mouth B3,57.83473298,10.96812409,11.07523087,11.57523087,79.55971132,54.97787873,59.19331163,56.74356416,60.82468248,63.73889604,16.9764502,16.9764502,18.22497834,75.47564928,75.47564928,78.63544725,75.47564928,25.92031022,25.92031022,25.90315293,49.59797975,42.18965363,47.06366517,28.98305192,39.20975465,35.32274888,68.99280656,69.64844148,68.62712114,75.96265504,22.74751801,25.30315293,26.40315293,22.74751801,68.9158513,30.45878785,30.25168107,30.25168107,30.65878785,30.84163056,25.61614716,26.08183259,30.79310242,31.32447327,37.99137803,37.7256926,34.67005769,34.6529004,34.67005769,87.38225099,87.42367235,87.14793642,87.42367235,68.38691911,41.55533906,80.08103166,43.86955262,42.36833329,44.57960313,44.57960313,46.18670991,48.78498551,46.98792924,54.85777772,40.4783838,50.98082246,54.01635636,54.84356416,158.3454111,22.56761902,24.12325394,24.80609665,87.26093065,49.56072145,60.82468248,57.50630586,47.19087297,68.43717165,25.89604615,20.31909089,25.55462479,28.48305192,30.24579362,19.48061325,11.65807358,13.38944443,70.43717165,70.43717165,67.87148622,66.41879503,66.41879503,67.44011537,68.17737367,80.26976183,51.4293506,51.4293506,82.23250353,85.72661608,85.34377336,85.50529573,57.96021638,64.29575029,57.96021638,57.83473298,29.75168107,32.83158005,23.16051224,75.01707063,75.29696962,75.93839098,74.84427843,24.68183259,30.98305192,24.42619767,24.35756852,23.31909089,24.25046174,34.1529004,34.91858582,40.4783838,23.42619767,24.09188309,27.15462479,26.67178208,40.79554108,5.159797975,5.701219331,5.701219331,0,25.55462479,5.508326112,4.459797975,2.338477631,2.721320344,2.921320344,27.36883835,80.09818895,19.68772004
Wenlock tentpole mouth,83.80357134,14.87939392,14.14802307,14.46223664,54.75067094,30.33452378,34.21858582,32.26589463,35.3529004,38.68132752,8.246803743,8.246803743,6.998275606,50.50092347,50.50092347,53.9920923,50.50092347,51.64062043,51.64062043,51.37493501,75.23544725,67.82712114,73.03250353,54.28914857,64.26732316,60.71168825,94.54743136,95.45159441,94.26458864,101.6829653,47.80508653,51.10630586,52.04062043,47.80508653,43.85828278,5.484062043,5.608326112,5.608326112,5.518376618,6.032590181,0.807106781,1.107106781,5.818376618,6.432590181,13.43086579,13.08233765,9.612489168,9.678174593,9.612489168,62.15899705,62.1175757,62.0903679,62.1175757,94.02438662,67.19280656,105.8013419,18.56345597,17.39360749,19.4391919,19.4391919,21.29482682,73.75971132,72.45971132,29.96589463,15.50365799,26.00609665,29.04163056,29.95168107,133.1221572,48.20508653,49.59503602,50.6920923,62.28620485,75.11534624,35.3529004,32.69726548,22.05046174,93.82611101,51.69919908,45.95655839,51.27493501,54.36904756,55.88326112,45.03523805,37.54406922,38.52985566,45.13107499,45.13107499,42.39970414,41.52691193,41.52691193,42.29970414,43.20264787,55.29503602,26.5374675,26.5374675,57.34062043,60.83473298,60.53473298,60.94478349,83.26631304,89.68468966,83.26631304,83.80357134,4.942640687,8.022539674,1.648528137,49.95950212,49.99087297,50.71513703,49.7038672,1.814213562,11.53380951,0.807106781,2.138477631,2.821320344,1.914213562,14.37228714,15.05512986,15.50365799,4.552691193,2.155634919,7.374011537,6.891168825,20.93208512,30.79726548,31.0901587,31.0901587,25.55462479,0,30.48305192,29.51736649,22.63624817,23.16051224,22.96051224,1.814213562,54.70924958,5.701219331
